"Ársfjórðungur";"Sveitarfélag";"Kyn og ríkisfang";Mannfjöldi eftir sveitarfélögum, kyni, ríkisfangi og ársfjórðungum
"2017Á2";" Fljótsdalshreppur";"Konur";30
"2017Á2";" Fljótsdalshreppur";"Ísl. ríkisborgarar";80
"2017Á2";" Fljótsdalshreppur";"Erl. ríkisborgarar";5
"2017Á2";" Borgarfjarðarhreppur";"Alls";120
"2017Á2";" Borgarfjarðarhreppur";"Karlar";70
"2017Á2";" Borgarfjarðarhreppur";"Konur";60
"2017Á2";" Borgarfjarðarhreppur";"Ísl. ríkisborgarar";110
"2017Á2";" Borgarfjarðarhreppur";"Erl. ríkisborgarar";20
"2017Á2";" Breiðdalshreppur";"Alls";190
"2017Á2";" Breiðdalshreppur";"Karlar";110
"2017Á2";" Breiðdalshreppur";"Konur";80
"2017Á2";" Breiðdalshreppur";"Ísl. ríkisborgarar";180
"2017Á2";" Breiðdalshreppur";"Erl. ríkisborgarar";10
"2017Á2";" Djúpavogshreppur";"Alls";470
"2017Á2";" Djúpavogshreppur";"Karlar";250
"2017Á2";" Djúpavogshreppur";"Konur";220
"2017Á2";" Djúpavogshreppur";"Ísl. ríkisborgarar";400
"2017Á2";" Djúpavogshreppur";"Erl. ríkisborgarar";70
"2017Á2";" Fljótsdalshérað";"Alls";3530
"2017Á2";" Fljótsdalshérað";"Karlar";1810
"2017Á2";" Fljótsdalshérað";"Konur";1720
"2017Á2";" Fljótsdalshérað";"Ísl. ríkisborgarar";3310
"2017Á2";" Fljótsdalshérað";"Erl. ríkisborgarar";220
"2017Á2";" Sveitarfélagið Hornafjörður";"Alls";2280
"2017Á2";" Sveitarfélagið Hornafjörður";"Karlar";1190
"2017Á2";" Sveitarfélagið Hornafjörður";"Konur";1080
"2017Á2";" Sveitarfélagið Hornafjörður";"Ísl. ríkisborgarar";1940
"2017Á2";" Sveitarfélagið Hornafjörður";"Erl. ríkisborgarar";340
"2017Á2";" Vestmannaeyjabær";"Alls";4290
"2017Á2";" Vestmannaeyjabær";"Karlar";2240
"2017Á2";" Vestmannaeyjabær";"Konur";2050
"2017Á2";" Vestmannaeyjabær";"Ísl. ríkisborgarar";3970
"2017Á2";" Vestmannaeyjabær";"Erl. ríkisborgarar";320
"2017Á2";" Sveitarfélagið Árborg";"Alls";8650
"2017Á2";" Sveitarfélagið Árborg";"Karlar";4380
"2017Á2";" Sveitarfélagið Árborg";"Konur";4270
"2017Á2";" Sveitarfélagið Árborg";"Ísl. ríkisborgarar";8180
"2017Á2";" Sveitarfélagið Árborg";"Erl. ríkisborgarar";460
"2017Á2";" Mýrdalshreppur";"Alls";590
"2017Á2";" Mýrdalshreppur";"Karlar";310
"2017Á2";" Mýrdalshreppur";"Konur";290
"2017Á2";" Mýrdalshreppur";"Ísl. ríkisborgarar";390
"2017Á2";" Mýrdalshreppur";"Erl. ríkisborgarar";200
"2017Á2";" Skaftárhreppur";"Alls";520
"2017Á2";" Skaftárhreppur";"Karlar";280
"2017Á2";" Skaftárhreppur";"Konur";240
"2017Á2";" Skaftárhreppur";"Ísl. ríkisborgarar";430
"2017Á2";" Skaftárhreppur";"Erl. ríkisborgarar";90
"2017Á2";" Ásahreppur";"Alls";260
"2017Á2";" Ásahreppur";"Karlar";140
"2017Á2";" Ásahreppur";"Konur";120
"2017Á2";" Ásahreppur";"Ísl. ríkisborgarar";190
"2017Á2";" Ásahreppur";"Erl. ríkisborgarar";70
"2017Á2";" Rangárþing eystra";"Alls";1760
"2017Á2";" Rangárþing eystra";"Karlar";920
"2017Á2";" Rangárþing eystra";"Konur";840
"2017Á2";" Rangárþing eystra";"Ísl. ríkisborgarar";1500
"2017Á2";" Rangárþing eystra";"Erl. ríkisborgarar";270
"2017Á2";" Rangárþing ytra";"Alls";1580
"2017Á2";" Rangárþing ytra";"Karlar";790
"2017Á2";" Rangárþing ytra";"Konur";790
"2017Á2";" Rangárþing ytra";"Ísl. ríkisborgarar";1390
"2017Á2";" Rangárþing ytra";"Erl. ríkisborgarar";190
"2017Á2";" Hrunamannahreppur";"Alls";790
"2017Á2";" Hrunamannahreppur";"Karlar";430
"2017Á2";" Hrunamannahreppur";"Konur";370
"2017Á2";" Hrunamannahreppur";"Ísl. ríkisborgarar";630
"2017Á2";" Hrunamannahreppur";"Erl. ríkisborgarar";160
"2017Á2";" Hveragerðisbær";"Alls";2540
"2017Á2";" Hveragerðisbær";"Karlar";1270
"2017Á2";" Hveragerðisbær";"Konur";1270
"2017Á2";" Hveragerðisbær";"Ísl. ríkisborgarar";2420
"2017Á2";" Hveragerðisbær";"Erl. ríkisborgarar";120
"2017Á2";" Sveitarfélagið Ölfus";"Alls";2070
"2017Á2";" Sveitarfélagið Ölfus";"Karlar";1100
"2017Á2";" Sveitarfélagið Ölfus";"Konur";970
"2017Á2";" Sveitarfélagið Ölfus";"Ísl. ríkisborgarar";1730
"2017Á2";" Sveitarfélagið Ölfus";"Erl. ríkisborgarar";330
"2017Á2";" Grímsnes- og Grafningshreppur";"Alls";470
"2017Á2";" Grímsnes- og Grafningshreppur";"Karlar";250
"2017Á2";" Grímsnes- og Grafningshreppur";"Konur";220
"2017Á2";" Grímsnes- og Grafningshreppur";"Ísl. ríkisborgarar";400
"2017Á2";" Grímsnes- og Grafningshreppur";"Erl. ríkisborgarar";60
"2017Á2";" Skeiða- og Gnúpverjahreppur";"Alls";630
"2017Á2";" Skeiða- og Gnúpverjahreppur";"Karlar";350
"2017Á2";" Skeiða- og Gnúpverjahreppur";"Konur";280
"2017Á2";" Skeiða- og Gnúpverjahreppur";"Ísl. ríkisborgarar";490
"2017Á2";" Skeiða- og Gnúpverjahreppur";"Erl. ríkisborgarar";140
"2017Á2";" Bláskógabyggð";"Alls";1070
"2017Á2";" Bláskógabyggð";"Karlar";550
"2017Á2";" Bláskógabyggð";"Konur";520
"2017Á2";" Bláskógabyggð";"Ísl. ríkisborgarar";840
"2017Á2";" Bláskógabyggð";"Erl. ríkisborgarar";230
"2017Á2";" Flóahreppur";"Alls";650
"2017Á2";" Flóahreppur";"Karlar";340
"2017Á2";" Flóahreppur";"Konur";310
"2017Á2";" Flóahreppur";"Ísl. ríkisborgarar";610
"2017Á2";" Flóahreppur";"Erl. ríkisborgarar";40
"2017Á3";"Alls";"Alls";346750
"2017Á3";"Alls";"Karlar";176590
"2017Á3";"Alls";"Konur";170160
"2017Á3";"Alls";"Ísl. ríkisborgarar";310060
"2017Á3";"Alls";"Erl. ríkisborgarar";36690
"2017Á3";"Höfuðborgarsvæðið";"Alls";221480
"2017Á3";"Höfuðborgarsvæðið";"Karlar";111610
"2017Á3";"Höfuðborgarsvæðið";"Konur";109880
"2017Á3";"Höfuðborgarsvæðið";"Ísl. ríkisborgarar";199200
"2017Á3";"Höfuðborgarsvæðið";"Erl. ríkisborgarar";22290
"2017Á3";" Reykjavíkurborg";"Alls";125630
"2017Á3";" Reykjavíkurborg";"Karlar";63400
"2017Á3";" Reykjavíkurborg";"Konur";62240
"2017Á3";" Reykjavíkurborg";"Ísl. ríkisborgarar";110680
"2017Á3";" Reykjavíkurborg";"Erl. ríkisborgarar";14960
"2017Á3";" Kópavogsbær";"Alls";35770
"2017Á3";" Kópavogsbær";"Karlar";18050
"2017Á3";" Kópavogsbær";"Konur";17720
"2017Á3";" Kópavogsbær";"Ísl. ríkisborgarar";32780
"2017Á3";" Kópavogsbær";"Erl. ríkisborgarar";2990
"2017Á3";" Seltjarnarnesbær";"Alls";4560
"2017Á3";" Seltjarnarnesbær";"Karlar";2250
"2017Á3";" Seltjarnarnesbær";"Konur";2310
"2017Á3";" Seltjarnarnesbær";"Ísl. ríkisborgarar";4250
"2017Á3";" Seltjarnarnesbær";"Erl. ríkisborgarar";310
"2017Á3";" Garðabær";"Alls";15640
"2017Á3";" Garðabær";"Karlar";7740
"2017Á3";" Garðabær";"Konur";7890
"2017Á3";" Garðabær";"Ísl. ríkisborgarar";14990
"2017Á3";" Garðabær";"Erl. ríkisborgarar";640
"2017Á3";" Hafnarfjarðarkaupstaður";"Alls";29230
"2017Á3";" Hafnarfjarðarkaupstaður";"Karlar";14660
"2017Á3";" Hafnarfjarðarkaupstaður";"Konur";14580
"2017Á3";" Hafnarfjarðarkaupstaður";"Ísl. ríkisborgarar";26480
"2017Á3";" Hafnarfjarðarkaupstaður";"Erl. ríkisborgarar";2750
"2017Á3";" Sveitarfélagið Álftanes";"Alls";.
"2017Á3";" Sveitarfélagið Álftanes";"Karlar";.
"2017Á3";" Sveitarfélagið Álftanes";"Konur";.
"2017Á3";" Sveitarfélagið Álftanes";"Ísl. ríkisborgarar";.
"2017Á3";" Sveitarfélagið Álftanes";"Erl. ríkisborgarar";.
"2017Á3";" Mosfellsbær";"Alls";10430
"2017Á3";" Mosfellsbær";"Karlar";5390
"2017Á3";" Mosfellsbær";"Konur";5030
"2017Á3";" Mosfellsbær";"Ísl. ríkisborgarar";9810
"2017Á3";" Mosfellsbær";"Erl. ríkisborgarar";620
"2017Á3";" Kjósarhreppur";"Alls";220
"2017Á3";" Kjósarhreppur";"Karlar";120
"2017Á3";" Kjósarhreppur";"Konur";110
"2017Á3";" Kjósarhreppur";"Ísl. ríkisborgarar";210
"2017Á3";" Kjósarhreppur";"Erl. ríkisborgarar";10
"2017Á3";"Landsbyggðin";"Alls";125270
"2017Á3";"Landsbyggðin";"Karlar";64980
"2017Á3";"Landsbyggðin";"Konur";60280
"2017Á3";"Landsbyggðin";"Ísl. ríkisborgarar";110860
"2017Á3";"Landsbyggðin";"Erl. ríkisborgarar";14410
"2017Á3";" Reykjanesbær";"Alls";17600
"2017Á3";" Reykjanesbær";"Karlar";9330
"2017Á3";" Reykjanesbær";"Konur";8270
"2017Á3";" Reykjanesbær";"Ísl. ríkisborgarar";14090
"2017Á3";" Reykjanesbær";"Erl. ríkisborgarar";3510
"2017Á3";" Grindavíkurbær";"Alls";3320
"2017Á3";" Grindavíkurbær";"Karlar";1750
"2017Á3";" Grindavíkurbær";"Konur";1570
"2017Á3";" Grindavíkurbær";"Ísl. ríkisborgarar";2830
"2017Á3";" Grindavíkurbær";"Erl. ríkisborgarar";490
"2017Á3";" Sandgerðisbær";"Alls";1770
"2017Á3";" Sandgerðisbær";"Karlar";960
"2017Á3";" Sandgerðisbær";"Konur";810
"2017Á3";" Sandgerðisbær";"Ísl. ríkisborgarar";1450
"2017Á3";" Sandgerðisbær";"Erl. ríkisborgarar";330
"2017Á3";" Sveitarfélagið Garður";"Alls";1630
"2017Á3";" Sveitarfélagið Garður";"Karlar";870
"2017Á3";" Sveitarfélagið Garður";"Konur";750
"2017Á3";" Sveitarfélagið Garður";"Ísl. ríkisborgarar";1350
"2017Á3";" Sveitarfélagið Garður";"Erl. ríkisborgarar";280
"2017Á3";" Sveitarfélagið Vogar";"Alls";1240
"2017Á3";" Sveitarfélagið Vogar";"Karlar";650
"2017Á3";" Sveitarfélagið Vogar";"Konur";590
"2017Á3";" Sveitarfélagið Vogar";"Ísl. ríkisborgarar";1060
"2017Á3";" Sveitarfélagið Vogar";"Erl. ríkisborgarar";170
"2017Á3";" Suðurnesjabær";"Alls";.
"2017Á3";" Suðurnesjabær";"Karlar";.
"2017Á3";" Suðurnesjabær";"Konur";.
"2017Á3";" Suðurnesjabær";"Ísl. ríkisborgarar";.
"2017Á3";" Suðurnesjabær";"Erl. ríkisborgarar";.
"2017Á3";" Akraneskaupstaður";"Alls";7200
"2017Á3";" Akraneskaupstaður";"Karlar";3690
"2017Á3";" Akraneskaupstaður";"Konur";3510
"2017Á3";" Akraneskaupstaður";"Ísl. ríkisborgarar";6620
"2017Á3";" Akraneskaupstaður";"Erl. ríkisborgarar";580
"2017Á3";" Skorradalshreppur";"Alls";60
"2017Á3";" Skorradalshreppur";"Karlar";30
"2017Á3";" Skorradalshreppur";"Konur";30
"2017Á3";" Skorradalshreppur";"Ísl. ríkisborgarar";60
"2017Á3";" Skorradalshreppur";"Erl. ríkisborgarar";.
"2017Á3";" Hvalfjarðarsveit";"Alls";650
"2017Á3";" Hvalfjarðarsveit";"Karlar";330
"2017Á3";" Hvalfjarðarsveit";"Konur";320
"2017Á3";" Hvalfjarðarsveit";"Ísl. ríkisborgarar";620
"2017Á3";" Hvalfjarðarsveit";"Erl. ríkisborgarar";35
"2017Á3";" Borgarbyggð";"Alls";3700
"2017Á3";" Borgarbyggð";"Karlar";1960
"2017Á3";" Borgarbyggð";"Konur";1740
"2017Á3";" Borgarbyggð";"Ísl. ríkisborgarar";3320
"2017Á3";" Borgarbyggð";"Erl. ríkisborgarar";390
"2017Á3";" Grundarfjarðarbær";"Alls";870
"2017Á3";" Grundarfjarðarbær";"Karlar";450
"2017Á3";" Grundarfjarðarbær";"Konur";420
"2017Á3";" Grundarfjarðarbær";"Ísl. ríkisborgarar";700
"2017Á3";" Grundarfjarðarbær";"Erl. ríkisborgarar";170
"2017Á3";" Helgafellssveit";"Alls";60
"2017Á3";" Helgafellssveit";"Karlar";35
"2017Á3";" Helgafellssveit";"Konur";30
"2017Á3";" Helgafellssveit";"Ísl. ríkisborgarar";50
"2017Á3";" Helgafellssveit";"Erl. ríkisborgarar";5
"2017Á3";" Stykkishólmsbær";"Alls";1180
"2017Á3";" Stykkishólmsbær";"Karlar";600
"2017Á3";" Stykkishólmsbær";"Konur";580
"2017Á3";" Stykkishólmsbær";"Ísl. ríkisborgarar";1040
"2017Á3";" Stykkishólmsbær";"Erl. ríkisborgarar";130
"2017Á3";" Eyja- og Miklaholtshreppur";"Alls";130
"2017Á3";" Eyja- og Miklaholtshreppur";"Karlar";60
"2017Á3";" Eyja- og Miklaholtshreppur";"Konur";70
"2017Á3";" Eyja- og Miklaholtshreppur";"Ísl. ríkisborgarar";100
"2017Á3";" Eyja- og Miklaholtshreppur";"Erl. ríkisborgarar";30
"2017Á3";" Snæfellsbær";"Alls";1640
"2017Á3";" Snæfellsbær";"Karlar";840
"2017Á3";" Snæfellsbær";"Konur";800
"2017Á3";" Snæfellsbær";"Ísl. ríkisborgarar";1340
"2017Á3";" Snæfellsbær";"Erl. ríkisborgarar";300
"2017Á3";" Dalabyggð";"Alls";670
"2017Á3";" Dalabyggð";"Karlar";360
"2017Á3";" Dalabyggð";"Konur";310
"2017Á3";" Dalabyggð";"Ísl. ríkisborgarar";630
"2017Á3";" Dalabyggð";"Erl. ríkisborgarar";40
"2017Á3";" Bolungarvíkurkaupstaður";"Alls";940
"2017Á3";" Bolungarvíkurkaupstaður";"Karlar";500
"2017Á3";" Bolungarvíkurkaupstaður";"Konur";440
"2017Á3";" Bolungarvíkurkaupstaður";"Ísl. ríkisborgarar";770
"2017Á3";" Bolungarvíkurkaupstaður";"Erl. ríkisborgarar";170
"2017Á3";" Ísafjarðarbær";"Alls";3690
"2017Á3";" Ísafjarðarbær";"Karlar";1880
"2017Á3";" Ísafjarðarbær";"Konur";1800
"2017Á3";" Ísafjarðarbær";"Ísl. ríkisborgarar";3190
"2017Á3";" Ísafjarðarbær";"Erl. ríkisborgarar";500
"2017Á3";" Reykhólahreppur";"Alls";280
"2017Á3";" Reykhólahreppur";"Karlar";140
"2017Á3";" Reykhólahreppur";"Konur";130
"2017Á3";" Reykhólahreppur";"Ísl. ríkisborgarar";270
"2017Á3";" Reykhólahreppur";"Erl. ríkisborgarar";10
"2017Á3";" Tálknafjarðarhreppur";"Alls";250
"2017Á3";" Tálknafjarðarhreppur";"Karlar";140
"2017Á3";" Tálknafjarðarhreppur";"Konur";110
"2017Á3";" Tálknafjarðarhreppur";"Ísl. ríkisborgarar";200
"2017Á3";" Tálknafjarðarhreppur";"Erl. ríkisborgarar";50
"2017Á3";" Vesturbyggð";"Alls";1040
"2017Á3";" Vesturbyggð";"Karlar";550
"2017Á3";" Vesturbyggð";"Konur";490
"2017Á3";" Vesturbyggð";"Ísl. ríkisborgarar";870
"2017Á3";" Vesturbyggð";"Erl. ríkisborgarar";170
"2017Á3";" Súðavíkurhreppur";"Alls";190
"2017Á3";" Súðavíkurhreppur";"Karlar";100
"2017Á3";" Súðavíkurhreppur";"Konur";90
"2017Á3";" Súðavíkurhreppur";"Ísl. ríkisborgarar";160
"2017Á3";" Súðavíkurhreppur";"Erl. ríkisborgarar";35
"2017Á3";" Árneshreppur";"Alls";40
"2017Á3";" Árneshreppur";"Karlar";20
"2017Á3";" Árneshreppur";"Konur";20
"2017Á3";" Árneshreppur";"Ísl. ríkisborgarar";40
"2017Á3";" Árneshreppur";"Erl. ríkisborgarar";0
"2017Á3";" Kaldrananeshreppur";"Alls";110
"2017Á3";" Kaldrananeshreppur";"Karlar";50
"2017Á3";" Kaldrananeshreppur";"Konur";60
"2017Á3";" Kaldrananeshreppur";"Ísl. ríkisborgarar";100
"2017Á3";" Kaldrananeshreppur";"Erl. ríkisborgarar";10
"2017Á3";" Bæjarhreppur";"Alls";.
"2017Á3";" Bæjarhreppur";"Karlar";.
"2017Á3";" Bæjarhreppur";"Konur";.
"2017Á3";" Bæjarhreppur";"Ísl. ríkisborgarar";.
"2017Á3";" Bæjarhreppur";"Erl. ríkisborgarar";.
"2017Á3";" Strandabyggð";"Alls";450
"2017Á3";" Strandabyggð";"Karlar";240
"2017Á3";" Strandabyggð";"Konur";210
"2017Á3";" Strandabyggð";"Ísl. ríkisborgarar";440
"2017Á3";" Strandabyggð";"Erl. ríkisborgarar";10
"2017Á3";" Sveitarfélagið Skagafjörður";"Alls";3960
"2017Á3";" Sveitarfélagið Skagafjörður";"Karlar";1990
"2017Á3";" Sveitarfélagið Skagafjörður";"Konur";1970
"2017Á3";" Sveitarfélagið Skagafjörður";"Ísl. ríkisborgarar";3730
"2017Á3";" Sveitarfélagið Skagafjörður";"Erl. ríkisborgarar";230
"2017Á3";" Húnaþing vestra";"Alls";1190
"2017Á3";" Húnaþing vestra";"Karlar";580
"2017Á3";" Húnaþing vestra";"Konur";610
"2017Á3";" Húnaþing vestra";"Ísl. ríkisborgarar";1110
"2017Á3";" Húnaþing vestra";"Erl. ríkisborgarar";80
"2017Á3";" Blönduósbær";"Alls";880
"2017Á3";" Blönduósbær";"Karlar";460
"2017Á3";" Blönduósbær";"Konur";420
"2017Á3";" Blönduósbær";"Ísl. ríkisborgarar";800
"2017Á3";" Blönduósbær";"Erl. ríkisborgarar";90
"2017Á3";" Sveitarfélagið Skagaströnd";"Alls";480
"2017Á3";" Sveitarfélagið Skagaströnd";"Karlar";250
"2017Á3";" Sveitarfélagið Skagaströnd";"Konur";240
"2017Á3";" Sveitarfélagið Skagaströnd";"Ísl. ríkisborgarar";460
"2017Á3";" Sveitarfélagið Skagaströnd";"Erl. ríkisborgarar";20
"2017Á3";" Skagabyggð";"Alls";90
"2017Á3";" Skagabyggð";"Karlar";45
"2017Á3";" Skagabyggð";"Konur";45
"2017Á3";" Skagabyggð";"Ísl. ríkisborgarar";90
"2017Á3";" Skagabyggð";"Erl. ríkisborgarar";0
"2017Á3";" Húnavatnshreppur";"Alls";390
"2017Á3";" Húnavatnshreppur";"Karlar";210
"2017Á3";" Húnavatnshreppur";"Konur";180
"2017Á3";" Húnavatnshreppur";"Ísl. ríkisborgarar";380
"2017Á3";" Húnavatnshreppur";"Erl. ríkisborgarar";15
"2017Á3";" Akrahreppur";"Alls";190
"2017Á3";" Akrahreppur";"Karlar";90
"2017Á3";" Akrahreppur";"Konur";110
"2017Á3";" Akrahreppur";"Ísl. ríkisborgarar";180
"2017Á3";" Akrahreppur";"Erl. ríkisborgarar";15
"2017Á3";" Akureyrarbær";"Alls";18710
"2017Á3";" Akureyrarbær";"Karlar";9320
"2017Á3";" Akureyrarbær";"Konur";9380
"2017Á3";" Akureyrarbær";"Ísl. ríkisborgarar";17970
"2017Á3";" Akureyrarbær";"Erl. ríkisborgarar";740
"2017Á3";" Norðurþing";"Alls";3290
"2017Á3";" Norðurþing";"Karlar";1890
"2017Á3";" Norðurþing";"Konur";1400
"2017Á3";" Norðurþing";"Ísl. ríkisborgarar";2560
"2017Á3";" Norðurþing";"Erl. ríkisborgarar";730
"2017Á3";" Fjallabyggð";"Alls";2030
"2017Á3";" Fjallabyggð";"Karlar";1030
"2017Á3";" Fjallabyggð";"Konur";1000
"2017Á3";" Fjallabyggð";"Ísl. ríkisborgarar";1910
"2017Á3";" Fjallabyggð";"Erl. ríkisborgarar";120
"2017Á3";" Dalvíkurbyggð";"Alls";1880
"2017Á3";" Dalvíkurbyggð";"Karlar";960
"2017Á3";" Dalvíkurbyggð";"Konur";920
"2017Á3";" Dalvíkurbyggð";"Ísl. ríkisborgarar";1680
"2017Á3";" Dalvíkurbyggð";"Erl. ríkisborgarar";200
"2017Á3";" Arnarneshreppur";"Alls";.
"2017Á3";" Arnarneshreppur";"Karlar";.
"2017Á3";" Arnarneshreppur";"Konur";.
"2017Á3";" Arnarneshreppur";"Ísl. ríkisborgarar";.
"2017Á3";" Arnarneshreppur";"Erl. ríkisborgarar";.
"2017Á3";" Eyjafjarðarsveit";"Alls";1010
"2017Á3";" Eyjafjarðarsveit";"Karlar";500
"2017Á3";" Eyjafjarðarsveit";"Konur";500
"2017Á3";" Eyjafjarðarsveit";"Ísl. ríkisborgarar";960
"2017Á3";" Eyjafjarðarsveit";"Erl. ríkisborgarar";45
"2017Á3";" Hörgárbyggð";"Alls";.
"2017Á3";" Hörgárbyggð";"Karlar";.
"2017Á3";" Hörgárbyggð";"Konur";.
"2017Á3";" Hörgárbyggð";"Ísl. ríkisborgarar";.
"2017Á3";" Hörgárbyggð";"Erl. ríkisborgarar";.
"2017Á3";" Hörgársveit";"Alls";570
"2017Á3";" Hörgársveit";"Karlar";290
"2017Á3";" Hörgársveit";"Konur";280
"2017Á3";" Hörgársveit";"Ísl. ríkisborgarar";550
"2017Á3";" Hörgársveit";"Erl. ríkisborgarar";20
"2017Á3";" Svalbarðsstrandarhreppur";"Alls";480
"2017Á3";" Svalbarðsstrandarhreppur";"Karlar";280
"2017Á3";" Svalbarðsstrandarhreppur";"Konur";200
"2017Á3";" Svalbarðsstrandarhreppur";"Ísl. ríkisborgarar";370
"2017Á3";" Svalbarðsstrandarhreppur";"Erl. ríkisborgarar";110
"2017Á3";" Grýtubakkahreppur";"Alls";360
"2017Á3";" Grýtubakkahreppur";"Karlar";190
"2017Á3";" Grýtubakkahreppur";"Konur";170
"2017Á3";" Grýtubakkahreppur";"Ísl. ríkisborgarar";340
"2017Á3";" Grýtubakkahreppur";"Erl. ríkisborgarar";30
"2017Á3";" Skútustaðahreppur";"Alls";490
"2017Á3";" Skútustaðahreppur";"Karlar";240
"2017Á3";" Skútustaðahreppur";"Konur";250
"2017Á3";" Skútustaðahreppur";"Ísl. ríkisborgarar";370
"2017Á3";" Skútustaðahreppur";"Erl. ríkisborgarar";120
"2017Á3";" Tjörneshreppur";"Alls";60
"2017Á3";" Tjörneshreppur";"Karlar";25
"2017Á3";" Tjörneshreppur";"Konur";30
"2017Á3";" Tjörneshreppur";"Ísl. ríkisborgarar";60
"2017Á3";" Tjörneshreppur";"Erl. ríkisborgarar";0
"2017Á3";" Þingeyjarsveit";"Alls";970
"2017Á3";" Þingeyjarsveit";"Karlar";560
"2017Á3";" Þingeyjarsveit";"Konur";410
"2017Á3";" Þingeyjarsveit";"Ísl. ríkisborgarar";820
"2017Á3";" Þingeyjarsveit";"Erl. ríkisborgarar";140
"2017Á3";" Svalbarðshreppur";"Alls";100
"2017Á3";" Svalbarðshreppur";"Karlar";50
"2017Á3";" Svalbarðshreppur";"Konur";45
"2017Á3";" Svalbarðshreppur";"Ísl. ríkisborgarar";90
"2017Á3";" Svalbarðshreppur";"Erl. ríkisborgarar";5
"2017Á3";" Langanesbyggð";"Alls";480
"2017Á3";" Langanesbyggð";"Karlar";270
"2017Á3";" Langanesbyggð";"Konur";220
"2017Á3";" Langanesbyggð";"Ísl. ríkisborgarar";400
"2017Á3";" Langanesbyggð";"Erl. ríkisborgarar";80
"2017Á3";" Seyðisfjarðarkaupstaður";"Alls";670
"2017Á3";" Seyðisfjarðarkaupstaður";"Karlar";350
"2017Á3";" Seyðisfjarðarkaupstaður";"Konur";330
"2017Á3";" Seyðisfjarðarkaupstaður";"Ísl. ríkisborgarar";600
"2017Á3";" Seyðisfjarðarkaupstaður";"Erl. ríkisborgarar";70
"2017Á3";" Fjarðabyggð";"Alls";4750
"2017Á3";" Fjarðabyggð";"Karlar";2520
"2017Á3";" Fjarðabyggð";"Konur";2230
"2017Á3";" Fjarðabyggð";"Ísl. ríkisborgarar";4130
"2017Á3";" Fjarðabyggð";"Erl. ríkisborgarar";620
"2017Á3";" Vopnafjarðarhreppur";"Alls";660
"2017Á3";" Vopnafjarðarhreppur";"Karlar";330
"2017Á3";" Vopnafjarðarhreppur";"Konur";330
"2017Á3";" Vopnafjarðarhreppur";"Ísl. ríkisborgarar";630
"2017Á3";" Vopnafjarðarhreppur";"Erl. ríkisborgarar";30
"2017Á3";" Fljótsdalshreppur";"Alls";80
"2017Á3";" Fljótsdalshreppur";"Karlar";50
"2017Á3";" Fljótsdalshreppur";"Konur";30
"2017Á3";" Fljótsdalshreppur";"Ísl. ríkisborgarar";80
"2017Á3";" Fljótsdalshreppur";"Erl. ríkisborgarar";5
"2017Á3";" Borgarfjarðarhreppur";"Alls";110
"2017Á3";" Borgarfjarðarhreppur";"Karlar";60
"2017Á3";" Borgarfjarðarhreppur";"Konur";50
"2017Á3";" Borgarfjarðarhreppur";"Ísl. ríkisborgarar";100
"2017Á3";" Borgarfjarðarhreppur";"Erl. ríkisborgarar";10
"2017Á3";" Breiðdalshreppur";"Alls";190
"2017Á3";" Breiðdalshreppur";"Karlar";110
"2017Á3";" Breiðdalshreppur";"Konur";80
"2017Á3";" Breiðdalshreppur";"Ísl. ríkisborgarar";180
"2017Á3";" Breiðdalshreppur";"Erl. ríkisborgarar";10
"2017Á3";" Djúpavogshreppur";"Alls";470
"2017Á3";" Djúpavogshreppur";"Karlar";260
"2017Á3";" Djúpavogshreppur";"Konur";220
"2017Á3";" Djúpavogshreppur";"Ísl. ríkisborgarar";400
"2017Á3";" Djúpavogshreppur";"Erl. ríkisborgarar";70
"2017Á3";" Fljótsdalshérað";"Alls";3560
"2017Á3";" Fljótsdalshérað";"Karlar";1820
"2017Á3";" Fljótsdalshérað";"Konur";1740
"2017Á3";" Fljótsdalshérað";"Ísl. ríkisborgarar";3320
"2017Á3";" Fljótsdalshérað";"Erl. ríkisborgarar";240
"2017Á3";" Sveitarfélagið Hornafjörður";"Alls";2290
"2017Á3";" Sveitarfélagið Hornafjörður";"Karlar";1200
"2017Á3";" Sveitarfélagið Hornafjörður";"Konur";1090
"2017Á3";" Sveitarfélagið Hornafjörður";"Ísl. ríkisborgarar";1940
"2017Á3";" Sveitarfélagið Hornafjörður";"Erl. ríkisborgarar";350
"2017Á3";" Vestmannaeyjabær";"Alls";4270
"2017Á3";" Vestmannaeyjabær";"Karlar";2220
"2017Á3";" Vestmannaeyjabær";"Konur";2050
"2017Á3";" Vestmannaeyjabær";"Ísl. ríkisborgarar";3950
"2017Á3";" Vestmannaeyjabær";"Erl. ríkisborgarar";330
"2017Á3";" Sveitarfélagið Árborg";"Alls";8850
"2017Á3";" Sveitarfélagið Árborg";"Karlar";4480
"2017Á3";" Sveitarfélagið Árborg";"Konur";4370
"2017Á3";" Sveitarfélagið Árborg";"Ísl. ríkisborgarar";8370
"2017Á3";" Sveitarfélagið Árborg";"Erl. ríkisborgarar";480
"2017Á3";" Mýrdalshreppur";"Alls";610
"2017Á3";" Mýrdalshreppur";"Karlar";320
"2017Á3";" Mýrdalshreppur";"Konur";290
"2017Á3";" Mýrdalshreppur";"Ísl. ríkisborgarar";400
"2017Á3";" Mýrdalshreppur";"Erl. ríkisborgarar";200
"2017Á3";" Skaftárhreppur";"Alls";550
